GEOID10,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35005001001,New Mexico,Chaves County,1,4839,1784,0,110,2.27,0,0,0,0,0,0,7.5,82676,1,1,1,1,1,0,0,0,595,4345,595,124,896,124,4345,89.8,896,18.52,1085,22.42,888,18.35,3689,76.24,38,0.79,67,1.38,3,0.06,33,0.68,515,10.64,1221,25.23,37,2.07,78,4.38,595,12.29,124,2.56,143,2.96,123,2.54,517,10.68,7,0.14,17,0.34,0,0,1,0.01,54,1.11,156,3.23,5,0.28,10,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1118,1231,979,4091,55,71,3,33,586,1391,45,97
35005001002,New Mexico,Chaves County,1,4418,1970,0,0,0,0,0,0,0,0,0,13,74449,1,1,1,1,1,0,0,0,578,2538,578,146,672,146,2538,57.45,672,15.22,611,13.82,524,11.87,2182,49.38,19,0.43,43,0.98,3,0.07,29,0.65,262,5.94,593,13.43,45,2.31,74,3.73,578,13.08,146,3.3,144,3.26,104,2.36,512,11.59,2,0.04,11,0.25,0,0,6,0.14,47,1.05,112,2.54,7,0.35,16,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1406,971,1158,3806,47,66,3,36,460,1058,176,136
35005001101,New Mexico,Chaves County,1,6099,1728,0,311,5.1,1,1,1,0,0,1,33.5,39875,1,1,1,1,1,0,0,0,6099,6099,6099,4178,4178,4178,6099,100,4178,68.5,2067,33.89,443,7.26,3777,61.93,171,2.8,8,0.13,0,0,110,1.8,2033,33.33,4270,70.01,15,0.85,561,32.44,6099,100,4178,68.5,2067,33.89,443,7.26,3777,61.93,171,2.8,8,0.13,0,0,110,1.8,2033,33.33,4270,70.01,15,0.85,561,32.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3727,2067,443,3777,171,8,0,110,2033,4270,15,522
35005001102,New Mexico,Chaves County,0,3927,1527,0,0,0,0,0,0,0,0,0,16.8,62159,0,0,0,0,0,0,0,0,432,432,290,88,88,56,3902,99.36,1538,39.17,917,23.34,603,15.35,3407,86.77,27,0.69,13,0.33,0,0,47,1.2,407,10.38,926,23.59,38,2.47,151,9.87,3613,91.99,1360,34.64,852,21.69,547,13.92,3161,80.5,27,0.68,13,0.33,0,0,45,1.15,367,9.33,852,21.71,34,2.2,139,9.12,432,10.99,88,2.25,124,3.15,45,1.13,356,9.05,2,0.05,2,0.05,0,0,8,0.21,64,1.63,111,2.84,2,0.1,17,1.1,290,7.39,56,1.43,82,2.1,28,0.7,248,6.32,2,0.05,1,0.03,0,0,8,0.2,31,0.79,60,1.52,1,0,11,0.75,1647,924,609,3426,27,13,0,47,414,933,37,142
35005001200,New Mexico,Chaves County,0,1627,585,0,0,0,0,0,0,0,0,1,25.8,47750,0,0,0,0,0,0,0,0,350,350,106,187,187,56,1627,100,660,40.59,452,27.78,205,12.6,1222,75.11,3,0.18,3,0.18,0,0,12,0.74,387,23.79,714,43.88,17,2.94,46,7.83,1627,100,660,40.59,452,27.78,205,12.6,1222,75.11,3,0.18,3,0.18,0,0,12,0.74,387,23.79,714,43.88,17,2.94,46,7.83,350,21.53,187,11.48,83,5.09,64,3.94,268,16.48,0,0,3,0.15,0,0,5,0.31,75,4.58,96,5.93,4,0.63,11,1.81,106,6.5,56,3.47,22,1.34,25,1.54,86,5.27,0,0,0,0,0,0,0,0,20,1.23,30,1.84,1,0,3,0.57,624,452,205,1222,3,3,0,12,387,714,17,45
35005001300,New Mexico,Chaves County,0,3021,898,0,295,9.76,0,0,0,0,0,0,17.6,50729,1,1,0,0,0,1,0,0,2812,2812,0,1468,1468,0,3021,100,1568,51.91,806,26.68,315,10.43,1965,65.04,29,0.96,5,0.17,0,0,70,2.32,952,31.51,1941,64.25,28,3.12,257,28.62,3021,100,1568,51.91,806,26.68,315,10.43,1965,65.04,29,0.96,5,0.17,0,0,70,2.32,952,31.51,1941,64.25,28,3.12,257,28.62,2812,93.07,1468,48.59,743,24.59,288,9.55,1813,60,29,0.96,3,0.11,0,0,68,2.26,898,29.73,1808,59.85,28,3.12,238,26.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,806,315,1965,29,5,0,70,952,1941,27,247
35005001400,New Mexico,Chaves County,0,2828,942,0,0,0,1,1,0,0,0,1,15.7,45688,1,1,0,0,0,1,0,0,2626,2626,18,1545,1545,10,2828,100,1652,58.43,878,31.05,346,12.23,1832,64.78,18,0.64,8,0.28,9,0.32,27,0.95,934,33.03,1756,62.09,37,3.9,255,27.11,2828,100,1652,58.43,878,31.05,346,12.23,1832,64.78,18,0.64,8,0.28,9,0.32,27,0.95,934,33.03,1756,62.09,37,3.9,255,27.11,2626,92.87,1545,54.62,822,29.08,322,11.37,1711,60.51,16,0.56,8,0.28,9,0.32,27,0.94,856,30.26,1627,57.52,33,3.5,238,25.22,18,0.64,10,0.34,2,0.08,5,0.19,17,0.6,0,0,0,0,0,0,0,0,1,0.04,3,0.09,0,0,2,0.24,1452,878,346,1832,18,8,9,27,934,1756,35,228
35006941500,New Mexico,Cibola County,0,3019,806,0,0,0,1,1,0,0,0,1,21.7,43906,1,1,0,0,0,1,0,0,2013,2013,6,1244,1244,3,3019,100,1867,61.83,893,29.58,337,11.16,46,1.52,3,0.1,0,0,0,0,2911,96.42,59,1.95,79,2.62,78,9.73,228,28.33,3019,100,1867,61.83,893,29.58,337,11.16,46,1.52,3,0.1,0,0,0,0,2911,96.42,59,1.95,79,2.62,78,9.73,228,28.33,2013,66.69,1244,41.2,612,20.26,224,7.44,28,0.93,3,0.1,0,0,0,0,1938,64.18,44,1.47,56,1.84,50,6.25,147,18.23,6,0.2,3,0.08,2,0.06,1,0.04,2,0.07,0,0,0,0,0,0,0,0.01,4,0.13,4,0.14,0,0,1,0.1,1743,893,337,46,3,0,0,2911,59,79,69,200
35006945800,New Mexico,Cibola County,0,2083,711,0,0,0,1,1,1,1,1,1,42.6,28750,1,1,1,0,0,1,1,1,2083,2083,2083,1561,1561,1561,2083,100,1561,74.96,620,29.76,243,11.67,210,10.08,8,0.38,19,0.91,0,0,1788,85.84,58,2.78,78,3.74,111,15.64,297,41.74,2083,100,1561,74.96,620,29.76,243,11.67,210,10.08,8,0.38,19,0.91,0,0,1788,85.84,58,2.78,78,3.74,111,15.64,297,41.74,2083,100,1561,74.96,620,29.76,243,11.67,210,10.08,8,0.38,19,0.91,0,0,1788,85.84,58,2.78,78,3.74,111,15.64,297,41.74,2083,100,1561,74.96,620,29.76,243,11.67,210,10.08,8,0.38,19,0.91,0,0,1788,85.84,58,2.78,78,3.74,111,16,297,41.74,1619,620,243,210,8,19,0,1788,58,78,112,298
35006946100,New Mexico,Cibola County,0,4093,1199,0,94,2.3,0,0,0,1,1,1,27.1,41862,0,0,0,0,0,0,0,1,69,69,0,38,38,0,4093,100,2618,63.96,1156,28.24,520,12.7,70,1.71,4,0.1,21,0.51,0,0,3910,95.53,88,2.15,199,4.86,157,13.07,389,32.44,3966,96.91,2532,61.87,1110,27.12,512,12.51,67,1.65,4,0.1,21,0.51,0,0,3788,92.54,86,2.11,193,4.72,152,12.71,378,31.52,69,1.69,38,0.93,25,0.61,5,0.12,0,0,0,0,0,0,0,0,68,1.66,1,0.02,1,0.02,4,0.29,7,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,1156,520,70,4,21,0,3910,88,199,149,362
35006974201,New Mexico,Cibola County,1,5188,1726,0,672,12.95,1,1,1,1,1,1,38,28842,1,1,1,1,1,0,0,1,1381,3254,1381,915,2112,915,3254,62.73,2112,40.71,768,14.79,294,5.67,1892,36.48,82,1.57,30,0.59,2,0.04,557,10.74,691,13.31,1719,33.13,120,6.94,424,24.58,1381,26.61,915,17.63,238,4.6,94,1.81,904,17.43,52,1,3,0.06,1,0.02,153,2.95,268,5.16,790,15.23,22,1.25,122,7.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2747,1388,520,2861,105,46,3,984,1189,2736,212,673
35006974202,New Mexico,Cibola County,1,2921,1159,0,0,0,0,1,0,0,0,1,21.3,51450,0,1,0,1,0,0,0,0,59,2149,59,19,907,19,2149,73.59,907,31.04,613,21,322,11.03,1181,40.43,21,0.71,7,0.23,8,0.26,362,12.4,571,19.55,1141,39.05,26,2.21,136,11.7,59,2.04,19,0.66,17,0.57,10,0.35,30,1.04,0,0,0,0,0,0,4,0.14,25,0.85,27,0.92,1,0.11,4,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1212,800,464,1713,37,23,15,447,686,1475,39,184
35006974400,New Mexico,Cibola County,0,3249,1261,0,1,0.03,0,0,0,0,0,1,22,54561,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2505,77.1,1206,37.12,660,20.3,397,12.22,1373,42.25,54,1.66,13,0.4,2,0.06,414,12.73,650,20,1296,39.87,43,3.42,273,21.63,1440,44.33,687,21.15,330,10.17,247,7.6,835,25.71,31,0.95,1,0.04,2,0.06,220,6.78,350,10.79,775,23.86,32,2.54,164,12.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2343,861,497,1793,58,16,2,520,860,1712,63,531
35006974700,New Mexico,Cibola County,1,6660,1998,0,1764,26.49,0,0,0,0,0,0,18.6,64195,1,1,1,1,1,0,0,0,5091,6536,5091,2188,2877,2188,6536,98.14,2877,43.19,1110,16.67,824,12.38,4609,69.21,58,0.87,24,0.36,6,0.09,567,8.51,1272,19.11,3612,54.24,40,2.02,456,22.83,5091,76.44,2188,32.86,1049,15.75,788,11.83,3283,49.29,52,0.79,15,0.23,6,0.08,503,7.55,1232,18.5,2377,35.7,40,2.02,441,22.08,1501,22.53,643,9.65,250,3.75,293,4.41,937,14.06,11,0.17,4,0.06,2,0.03,194,2.91,353,5.29,669,10.05,22,1.09,149,7.44,321,4.83,185,2.77,35,0.53,102,1.53,247,3.7,0,0,4,0.06,0,0,45,0.68,26,0.39,33,0.49,0,0,39,1.94,2147,1116,905,4693,60,24,6,596,1281,3655,54,418
35007950500,New Mexico,Colfax County,0,4315,1856,0,49,1.14,0,0,0,0,1,0,18.5,54779,0,0,0,0,0,0,0,1,130,130,63,64,64,31,4185,96.99,2089,48.42,928,21.52,807,18.7,3442,79.77,23,0.53,17,0.39,0,0,54,1.26,649,15.04,2416,55.99,189,10.19,242,13.04,3647,84.53,1813,42.02,778,18.02,730,16.93,3013,69.82,20,0.46,15,0.35,0,0,47,1.08,553,12.83,2071,48,189,10.17,214,11.51,130,3.02,64,1.47,27,0.63,26,0.61,110,2.56,1,0.02,0,0,0,0,4,0.09,15,0.34,35,0.81,0,0,8,0.43,63,1.47,31,0.72,9,0.2,16,0.37,49,1.14,1,0.02,0,0,0,0,2,0.05,11,0.26,17,0.4,0,0,4,0.23,1657,968,822,3535,23,17,0,57,683,2502,193,246
35007950600,New Mexico,Colfax County,0,3747,1628,0,90,2.4,0,0,0,1,1,1,30.1,35813,0,0,0,0,0,0,0,1,58,58,54,44,44,41,2881,76.9,1766,47.13,611,16.31,620,16.53,2538,67.74,5,0.14,6,0.16,0,0,39,1.05,292,7.8,1271,33.91,107,6.58,450,27.61,2185,58.31,1368,36.52,464,12.38,449,11.98,1943,51.84,5,0.13,6,0.16,0,0,35,0.93,197,5.25,931,24.86,88,5.4,342,20.99,58,1.55,44,1.17,14,0.37,6,0.16,58,1.55,0,0,0,0,0,0,0,0,0,0,8,0.21,2,0.15,8,0.49,54,1.45,41,1.1,14,0.37,5,0.13,54,1.45,0,0,0,0,0,0,0,0,0,0,8,0.21,2,0,7,0.45,1999,849,732,3242,9,6,1,52,437,1798,116,569
35007950700,New Mexico,Colfax County,0,5688,2527,0,269,4.73,1,1,1,1,0,1,23.3,51013,1,1,1,0,0,1,1,1,3727,3727,3315,1905,1905,1749,5661,99.53,2665,46.86,1017,17.87,1202,21.13,4727,83.11,32,0.56,26,0.45,6,0.11,93,1.63,777,13.67,2177,38.27,64,2.53,364,14.39,5476,96.27,2591,45.55,977,17.18,1183,20.8,4588,80.65,31,0.55,25,0.45,6,0.11,88,1.55,737,12.96,2122,37.3,61,2.42,351,13.89,3727,65.53,1905,33.49,698,12.28,760,13.36,3040,53.45,25,0.44,7,0.12,1,0.02,71,1.25,583,10.25,1812,31.85,43,1.69,229,9.08,3315,58.29,1749,30.74,614,10.8,691,12.15,2683,47.18,25,0.44,7,0.12,1,0.02,67,1.18,532,9.35,1713,30.12,43,2,203,8.04,2243,1022,1204,4745,32,26,6,93,786,2188,54,323
35009000100,New Mexico,Curry County,1,4966,1599,0,356,7.17,1,1,1,1,1,1,37.7,30013,1,1,1,1,1,0,0,1,2095,3169,2095,1666,2458,1666,3169,63.82,2458,49.5,1170,23.56,254,5.11,1356,27.31,516,10.38,20,0.4,2,0.05,47,0.95,1228,24.73,2238,45.07,109,6.84,407,25.46,2095,42.19,1666,33.55,785,15.81,149,3,872,17.57,376,7.56,19,0.38,0,0,31,0.62,798,16.06,1437,28.93,59,3.71,262,16.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3613,1663,397,2394,644,22,3,85,1818,3555,168,598
35009000201,New Mexico,Curry County,1,4235,1617,0,139,3.28,1,1,1,0,0,1,20.1,47574,1,1,1,1,1,0,0,0,2855,4235,2855,1194,1722,1194,4235,100,1722,40.67,1112,26.26,713,16.84,3101,73.22,347,8.19,68,1.61,4,0.09,55,1.3,660,15.58,1354,31.97,82,5.04,247,15.29,2855,67.42,1194,28.19,726,17.15,503,11.88,2071,48.9,253,5.98,52,1.24,2,0.04,36,0.86,440,10.4,934,22.04,71,4.36,170,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1859,1112,713,3101,347,68,4,55,660,1354,80,273
35009000202,New Mexico,Curry County,1,4243,1590,0,13,0.31,1,1,1,0,0,1,26.7,42887,1,1,1,1,1,0,0,0,774,2854,774,374,1658,374,2854,67.26,1658,39.09,857,20.2,278,6.56,1656,39.03,316,7.44,51,1.2,10,0.24,24,0.56,797,18.79,1579,37.23,25,1.55,240,15.11,774,18.25,374,8.81,221,5.21,65,1.54,499,11.76,109,2.58,15,0.35,10,0.23,6,0.13,136,3.21,353,8.33,5,0.31,68,4.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2273,1300,391,2476,390,60,12,50,1255,2528,50,336
35009000301,New Mexico,Curry County,1,6279,2506,0,36,0.57,0,1,0,0,0,1,20.3,38438,0,1,0,1,0,0,0,0,2,1360,2,1,588,1,1360,21.66,588,9.37,414,6.59,172,2.74,973,15.49,94,1.5,16,0.25,1,0.02,8,0.13,268,4.26,486,7.73,40,1.61,117,4.65,2,0.03,1,0.02,1,0.01,0,0.01,1,0.01,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3882,1755,769,4608,343,87,13,72,1156,2291,227,609
35009000303,New Mexico,Curry County,1,3427,1417,0,0,0,0,0,0,0,0,0,16,65592,1,1,1,1,1,0,0,0,1791,2821,1791,602,899,602,2821,82.32,899,26.23,683,19.92,392,11.42,2179,63.58,124,3.62,61,1.77,2,0.06,24,0.7,432,12.6,708,20.65,21,1.5,67,4.73,1791,52.25,602,17.55,480,14.01,188,5.49,1335,38.95,72,2.1,48,1.39,0,0,15,0.44,321,9.37,537,15.68,14,1.01,40,2.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391,811,524,2680,144,69,3,26,505,861,31,101
35009000304,New Mexico,Curry County,1,6392,2580,0,0,0,0,0,0,0,0,0,6.3,76629,1,1,1,1,1,0,0,0,3006,5428,3006,308,858,308,5428,84.93,858,13.42,1337,20.92,833,13.03,4671,73.08,220,3.45,133,2.08,3,0.05,39,0.61,362,5.67,824,12.89,35,1.37,26,1.02,3006,47.03,308,4.81,792,12.39,384,6,2516,39.35,135,2.11,101,1.59,2,0.04,17,0.27,235,3.68,461,7.22,5,0.2,14,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1106,1500,1010,5472,274,161,5,48,432,985,65,33
35009000400,New Mexico,Curry County,1,4726,1794,0,50,1.06,0,1,0,0,0,1,42.2,34712,0,1,0,1,0,0,0,0,67,1705,67,33,1239,33,1705,36.07,1239,26.22,499,10.55,186,3.95,986,20.87,109,2.31,21,0.44,2,0.04,21,0.44,565,11.96,936,19.81,52,2.88,284,15.84,67,1.42,33,0.7,7,0.14,41,0.87,61,1.3,0,0,5,0.11,0,0,0,0,1,0.02,11,0.23,1,0.07,5,0.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3109,1450,407,2709,335,40,3,61,1578,2704,177,655
35009000500,New Mexico,Curry County,1,2297,811,0,3,0.13,1,1,1,0,0,1,30.9,41607,1,1,1,1,1,0,0,0,1116,2268,1116,594,1248,594,2268,98.74,1248,54.33,707,30.76,227,9.89,1276,55.56,49,2.14,5,0.22,0,0,39,1.68,899,39.14,1538,66.96,18,2.2,202,24.9,1116,48.57,594,25.86,333,14.5,128,5.56,668,29.1,16,0.68,1,0.05,0,0,27,1.19,403,17.55,701,30.53,9,1.13,101,12.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1361,717,228,1290,56,5,0,39,907,1549,17,197
35009000601,New Mexico,Curry County,0,1240,533,0,0,0,0,0,0,0,0,0,14,49537,1,1,1,0,0,1,1,1,1133,1133,935,451,451,371,1240,100,495,39.89,282,22.74,214,17.26,1088,87.74,8,0.65,3,0.24,0,0,18,1.45,123,9.92,211,17.02,15,2.82,64,12.08,1240,100,495,39.89,282,22.74,214,17.26,1088,87.74,8,0.65,3,0.24,0,0,18,1.45,123,9.92,211,17.02,15,2.82,64,12.08,1133,91.36,451,36.39,249,20.11,200,16.17,1004,80.95,2,0.16,3,0.24,0,0,18,1.45,106,8.56,179,14.4,15,2.82,60,11.23,935,75.4,371,29.92,203,16.35,172,13.9,829,66.86,2,0.14,2,0.16,0,0,12,0.97,90,7.27,146,11.77,15,3,50,9.42,432,282,214,1088,8,3,0,18,123,211,13,58
35009000602,New Mexico,Curry County,0,4178,1467,0,0,0,0,0,0,0,0,0,5.5,87554,1,1,0,0,0,1,0,0,575,575,353,138,138,81,4178,100,922,22.07,1280,30.64,416,9.96,3547,84.9,117,2.8,41,0.98,4,0.1,28,0.67,441,10.56,823,19.7,3,0.18,51,3.47,4164,99.66,919,21.99,1277,30.58,412,9.87,3534,84.58,117,2.8,41,0.98,4,0.1,28,0.67,440,10.54,820,19.62,3,0.18,51,3.45,575,13.77,138,3.31,136,3.25,115,2.75,513,12.27,2,0.05,2,0.04,1,0.02,5,0.12,53,1.27,84,2.01,1,0.05,8,0.56,353,8.45,81,1.94,76,1.82,92,2.21,319,7.64,2,0.04,0,0,0,0,4,0.1,28,0.68,44,1.05,1,0,5,0.36,1140,1280,416,3547,117,41,4,28,441,823,3,64
35009000603,New Mexico,Curry County,0,4148,1484,0,0,0,0,0,0,0,0,1,21.9,52821,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4148,100,1851,44.62,1190,28.69,453,10.92,2744,66.15,106,2.56,11,0.27,1,0.02,54,1.3,1232,29.7,1918,46.24,39,2.63,243,16.4,3398,81.93,1339,32.27,983,23.69,356,8.58,2364,56.98,77,1.86,10,0.24,1,0.02,39,0.95,907,21.87,1489,35.91,29,1.94,200,13.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1850,1190,453,2744,106,11,1,54,1232,1918,36,226
35009000900,New Mexico,Curry County,1,2245,617,0,444,19.78,0,0,0,0,0,0,6.7,52297,1,1,1,1,1,0,0,0,2245,2245,2245,895,895,895,2245,100,895,39.88,657,29.27,4,0.18,1619,72.12,291,12.96,58,2.58,4,0.18,30,1.34,243,10.82,338,15.06,15,2.45,14,2.33,2245,100,895,39.88,657,29.27,4,0.18,1619,72.12,291,12.96,58,2.58,4,0.18,30,1.34,243,10.82,338,15.06,15,2.45,14,2.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,778,657,4,1619,291,58,4,30,243,338,16,15
